"","cap.diameter","cap.shape","gill.attachment","gill.color","stem.height","stem.width","stem.color","season","class"
"136",708,"6","2","10",0.648149506367112,1560,"11",0.943194553897495,1
"137",748,"4","2","10",0.64417051738964,1390,"11",0.888450287786284,1
"138",748,"6","2","10",0.564590737840199,1408,"11",0.943194553897495,1
"139",825,"6","2","10",0.978405591497294,1630,"11",0.888450287786284,1
"140",664,"4","2","10",0.616317594547335,1238,"11",0.888450287786284,1
"141",790,"6","2","10",1.04604840411432,1795,"11",0.888450287786284,1
"142",570,"6","2","10",0.512863881133062,1309,"11",0.943194553897495,1
"143",561,"4","2","10",0.329830388169346,1137,"11",0.943194553897495,1
"145",647,"6","2","10",1.20122897423573,1758,"11",0.943194553897495,1
"147",634,"4","2","10",0.520821859088006,1312,"11",0.888450287786284,1
"148",638,"6","2","10",1.0778803159341,1569,"11",0.888450287786284,1
"150",648,"6","2","10",0.385536233853955,1306,"11",0.943194553897495,1
"153",680,"4","2","10",1.02615345922696,1603,"11",0.888450287786284,1
"155",738,"4","2","10",0.64417051738964,1269,"11",0.943194553897495,1
"156",730,"4","2","10",1.05002739309179,1618,"11",0.943194553897495,1
"157",849,"4","2","10",1.42803134595164,1951,"11",0.943194553897495,1
"159",540,"6","2","10",0.31789342123693,1109,"11",0.888450287786284,1
"160",709,"6","2","10",0.481031969313285,1400,"11",0.888450287786284,1
"162",755,"6","2","10",0.767519175691274,1473,"11",0.888450287786284,1
"163",831,"4","2","10",0.707834341029193,1687,"11",0.888450287786284,1
"164",697,"6","2","10",0.866993900128076,1547,"11",0.943194553897495,1
"166",668,"4","2","10",0.401452189763844,1259,"11",0.943194553897495,1
"167",788,"4","2","10",0.568569726817671,1553,"11",0.943194553897495,1
"168",679,"6","2","10",0.994321547407182,1503,"11",0.888450287786284,1
"171",769,"4","2","10",0.516842870110534,1429,"11",0.943194553897495,1
"172",697,"4","2","10",0.660086473299528,1578,"11",0.888450287786284,1
"173",756,"6","2","10",0.763540186713802,1531,"11",0.888450287786284,1
"174",726,"4","2","10",0.409410167718788,1103,"11",0.943194553897495,1
"175",749,"4","2","10",0.807309065465995,1608,"11",0.888450287786284,1
"176",808,"6","2","10",0.994321547407182,1527,"11",0.888450287786284,1
"177",737,"6","2","10",0.719771307961609,1377,"11",0.943194553897495,1
"179",646,"6","2","10",0.779456142623691,1410,"11",0.888450287786284,1
"181",694,"6","2","10",0.596422649659975,1328,"11",0.943194553897495,1
"183",581,"6","2","10",0.584485682727559,1231,"11",0.888450287786284,1
"184",672,"4","2","10",0.707834341029193,1421,"11",0.943194553897495,1
"185",707,"4","2","10",0.755582208758858,1395,"11",0.943194553897495,1
"186",711,"4","2","10",0.636212539434696,1561,"11",0.888450287786284,1
"187",798,"4","2","10",0.795372098533579,1694,"11",0.943194553897495,1
"188",598,"6","2","10",0.270145553507265,1250,"11",0.888450287786284,1
"189",752,"4","2","10",0.473073991358341,1290,"11",0.943194553897495,1
"190",809,"4","2","10",1.32457763253736,1669,"11",0.888450287786284,1
"192",839,"4","2","10",0.779456142623691,1612,"11",0.888450287786284,1
"193",584,"4","2","10",0.0831330715660776,1298,"11",0.943194553897495,1
"195",614,"6","2","10",0.365641288966595,1489,"11",0.888450287786284,1
"196",693,"4","2","10",1.02217447024949,1743,"11",0.943194553897495,1
"197",716,"6","2","10",0.707834341029193,1458,"11",0.943194553897495,1
"198",861,"6","2","10",0.775477153646218,1655,"11",0.888450287786284,1
"199",686,"6","2","10",0.234334652710016,1241,"11",0.943194553897495,1
"200",774,"4","2","10",0.500926914200645,1312,"11",0.888450287786284,1
"201",741,"6","2","10",0.859035922173132,1591,"11",0.943194553897495,1
"202",758,"6","2","10",1.04206941513685,1624,"11",0.943194553897495,1
"203",793,"6","2","10",1.18133402934837,1661,"11",0.888450287786284,1
"204",599,"4","2","10",0.779456142623691,1489,"11",0.888450287786284,1
"205",688,"4","2","10",0.377578255899011,1138,"11",0.888450287786284,1
"206",752,"4","2","10",0.819246032398411,1442,"11",0.943194553897495,1
"207",668,"6","2","10",1.10175424979893,1843,"11",0.888450287786284,1
"208",657,"6","2","10",0.214439707822656,1078,"11",0.888450287786284,1
"209",815,"6","2","10",0.488989947268229,1432,"11",0.888450287786284,1
"210",777,"6","2","10",0.87495187808302,1447,"11",0.888450287786284,1
"211",604,"6","2","10",0.381557244876483,1219,"11",0.888450287786284,1
"213",732,"4","2","10",1.15746009548354,1496,"11",0.943194553897495,1
"214",725,"4","2","10",0.425326123628676,1399,"11",0.943194553897495,1
"215",569,"4","2","10",0.305956454304514,1461,"11",0.943194553897495,1
"216",781,"4","2","10",0.540716803975366,1376,"11",0.888450287786284,1
"219",741,"6","2","10",0.580506693750087,1392,"11",0.943194553897495,1
"220",676,"6","2","10",0.254229597597377,1472,"11",0.888450287786284,1
"221",747,"4","2","10",0.488989947268229,1446,"11",0.943194553897495,1
"222",759,"6","2","10",0.998300536384655,1473,"11",0.888450287786284,1
"225",839,"4","2","10",1.0062585143396,1685,"11",0.888450287786284,1
"226",679,"4","2","10",0.863014911150604,1524,"11",0.888450287786284,1
"227",816,"4","2","10",0.910762778880269,1508,"11",0.888450287786284,1
"228",724,"6","2","10",0.75956119773633,1634,"11",0.888450287786284,1
"229",769,"4","2","10",0.998300536384655,1455,"11",0.888450287786284,1
"230",561,"6","2","10",0.73966625284897,1564,"11",0.943194553897495,1
"231",523,"6","2","10",0.278103531462209,1477,"11",0.943194553897495,1
"234",618,"6","2","10",0.755582208758858,1352,"11",0.943194553897495,1
"235",727,"4","2","10",0.894846822970381,1616,"11",0.943194553897495,1
"236",579,"6","2","10",0.703855352051721,1319,"11",0.943194553897495,1
"237",734,"6","2","10",0.29799847634957,1397,"11",0.943194553897495,1
"238",776,"4","2","10",1.12960717264123,1711,"11",0.943194553897495,1
"239",663,"4","2","10",0.640191528412168,1452,"11",0.943194553897495,1
"240",799,"4","2","10",1.34447257742473,1767,"11",0.943194553897495,1
"241",684,"6","2","10",0.441242079538564,1382,"11",0.888450287786284,1
"242",865,"4","2","10",0.974426602519822,1826,"11",0.888450287786284,1
"243",709,"4","2","10",0.715792318984137,1298,"11",0.943194553897495,1
"245",692,"6","2","10",0.763540186713802,1490,"11",0.943194553897495,1
"246",778,"6","2","10",0.385536233853955,1167,"11",0.943194553897495,1
"247",800,"6","2","10",0.668044451254472,1392,"11",0.943194553897495,1
"248",786,"4","2","10",0.516842870110534,1261,"11",0.943194553897495,1
"249",658,"4","2","10",0.218418696800128,1014,"11",0.888450287786284,1
"250",804,"6","2","10",0.994321547407182,1588,"11",0.943194553897495,1
"251",619,"6","2","10",0.381557244876483,1363,"11",0.943194553897495,1
"252",842,"4","2","10",1.24499785298792,1657,"11",0.943194553897495,1
"253",613,"4","2","10",0.417368145673732,1294,"11",0.888450287786284,1
"254",635,"6","2","10",0.520821859088006,1377,"11",0.888450287786284,1
"257",818,"6","2","10",0.683960407164361,1543,"11",0.943194553897495,1
"258",760,"6","2","10",1.02615345922696,1548,"11",0.943194553897495,1
"259",686,"4","2","10",0.437263090561092,1344,"11",0.888450287786284,1
"260",885,"4","2","10",1.12960717264123,1580,"11",0.943194553897495,1
"261",774,"6","2","10",1.04206941513685,1552,"11",0.943194553897495,1
"262",729,"6","2","10",0.711813330006665,1599,"11",0.888450287786284,1
"263",710,"6","2","10",0.564590737840199,1396,"11",0.943194553897495,1
"264",782,"6","2","10",0.99034255842971,1574,"11",0.943194553897495,1
"265",536,"4","2","10",0.409410167718788,1315,"11",0.943194553897495,1
"266",658,"4","2","10",0.711813330006665,1201,"11",0.888450287786284,1
"267",643,"6","2","10",0.536737814997894,1330,"11",0.888450287786284,1
"268",674,"6","2","10",0.763540186713802,1233,"11",0.943194553897495,1
"269",756,"4","2","10",0.45317904647098,1311,"11",0.943194553897495,1
"270",720,"4","2","10",0.982384580474766,1678,"11",0.888450287786284,1
"271",583,"6","2","10",0.620296583524808,1130,"11",0.943194553897495,1
"272",697,"4","2","10",0.687939396141833,1341,"11",0.943194553897495,1
"273",599,"4","2","10",0.516842870110534,939,"11",0.943194553897495,1
"274",791,"4","2","10",0.592443660682503,1469,"11",0.888450287786284,1
"276",719,"6","2","10",0.85505693319566,1294,"11",0.943194553897495,1
"277",691,"4","2","10",0.843119966263244,1582,"11",0.888450287786284,1
"278",587,"4","2","10",0.214439707822656,1022,"11",0.888450287786284,1
"279",732,"4","2","10",1.0778803159341,1745,"11",0.943194553897495,1
"282",730,"6","2","10",0.469095002380869,1292,"11",0.888450287786284,1
"283",720,"6","2","10",0.656107484322056,1343,"11",0.943194553897495,1
"284",642,"4","2","10",0.811288054443467,1447,"11",0.943194553897495,1
"285",799,"4","2","10",1.16143908446101,1566,"11",0.943194553897495,1
"286",736,"6","2","10",0.64417051738964,1204,"11",0.888450287786284,1
"287",723,"6","2","10",0.958510646609934,1426,"11",0.888450287786284,1
"288",812,"6","2","10",0.584485682727559,1554,"11",0.943194553897495,1
"289",680,"4","2","10",0.775477153646218,1441,"11",0.888450287786284,1
"290",789,"4","2","10",1.05798537104674,1579,"11",0.943194553897495,1
"291",661,"6","2","10",0.783435131601163,1361,"11",0.888450287786284,1
"292",549,"6","2","10",0.707834341029193,1484,"11",0.943194553897495,1
"294",717,"6","2","10",0.238313641687488,1043,"11",0.943194553897495,1
"295",763,"4","2","10",0.930657723767629,1450,"11",0.943194553897495,1
"296",760,"4","2","10",1.02217447024949,1548,"11",0.943194553897495,1
"297",598,"4","2","10",0.664065462277,1569,"11",0.888450287786284,1
"298",654,"6","2","10",0.138838917250687,1307,"11",0.888450287786284,1
"299",621,"4","2","10",0.488989947268229,1492,"11",0.888450287786284,1
"300",692,"4","2","10",0.512863881133062,1364,"11",0.888450287786284,1
"301",601,"4","2","10",0.628254561479752,1417,"11",0.888450287786284,1
"303",570,"4","2","10",0.397473200786371,1249,"11",0.943194553897495,1
"305",735,"4","2","10",1.09777526082146,1537,"11",0.888450287786284,1
"306",706,"6","2","10",0.926678734790157,1658,"11",0.888450287786284,1
"308",719,"6","2","10",0.588464671705031,1417,"11",0.943194553897495,1
"310",819,"6","2","10",0.775477153646218,1528,"11",0.888450287786284,1
"311",629,"4","2","10",0.707834341029193,1573,"11",0.888450287786284,1
"312",578,"4","2","10",0.210460718845184,1275,"11",0.943194553897495,1
"313",593,"6","2","10",0.687939396141833,1136,"11",0.943194553897495,1
"316",783,"6","2","10",1.44394730186153,1826,"11",0.888450287786284,1
"317",753,"6","2","10",0.711813330006665,1397,"11",0.888450287786284,1
"318",569,"6","2","10",0.41338915669626,1298,"11",0.943194553897495,1
"320",721,"4","2","10",0.365641288966595,1387,"11",0.943194553897495,1
"321",646,"6","2","10",0.393494211808899,1113,"11",0.888450287786284,1
"322",818,"6","2","10",0.866993900128076,1559,"11",0.943194553897495,1
"323",751,"6","2","10",0.986363569452238,1450,"11",0.943194553897495,1
"324",730,"6","2","10",0.791393109556107,1573,"11",0.888450287786284,1
"325",869,"6","2","10",1.30070369867253,1678,"11",0.943194553897495,1
"326",576,"4","2","10",0.465116013403397,1427,"11",0.888450287786284,1
"327",740,"4","2","10",1.0062585143396,1602,"11",0.888450287786284,1
"328",707,"6","2","10",0.767519175691274,1546,"11",0.943194553897495,1
"329",784,"4","2","10",0.87495187808302,1558,"11",0.943194553897495,1
"331",698,"4","2","10",0.488989947268229,1159,"11",0.888450287786284,1
"332",781,"6","2","10",0.723750296939081,1329,"11",0.888450287786284,1
"333",801,"6","2","10",0.787414120578635,1410,"11",0.888450287786284,1
"334",788,"6","2","10",0.723750296939081,1342,"11",0.943194553897495,1
"335",662,"4","2","10",0.397473200786371,1271,"11",0.943194553897495,1
"337",615,"4","2","10",0.811288054443467,1317,"11",0.888450287786284,1
"338",748,"6","2","10",0.536737814997894,1474,"11",0.888450287786284,1
"339",740,"4","2","10",0.333809377146818,1172,"11",0.943194553897495,1
"340",587,"4","2","10",0.516842870110534,1263,"11",0.943194553897495,1
"341",706,"6","2","10",0.747624230803914,1406,"11",0.888450287786284,1
"342",652,"4","2","10",0.735687263871498,1541,"11",0.888450287786284,1
"344",798,"6","2","10",1.2768297648077,1825,"11",0.888450287786284,1
"346",953,"4","2","10",1.34049358844725,1755,"11",0.943194553897495,1
"347",703,"4","2","10",1.0062585143396,1623,"11",0.888450287786284,1
"348",748,"4","2","10",1.01421649229454,1561,"11",0.943194553897495,1
"349",515,"6","2","10",0.341767355101762,1321,"11",0.888450287786284,1
"350",666,"4","2","10",0.695897374096777,1193,"11",0.888450287786284,1
"351",821,"4","2","10",0.628254561479752,1388,"11",0.888450287786284,1
"353",731,"4","2","10",0.783435131601163,1417,"11",0.943194553897495,1
"354",596,"4","2","10",0.278103531462209,1125,"11",0.888450287786284,1
"356",694,"4","2","10",0.664065462277,1675,"11",0.888450287786284,1
"358",717,"4","2","10",1.12562818366376,1746,"11",0.888450287786284,1
"359",878,"6","2","10",0.930657723767629,1596,"11",0.888450287786284,1
"360",767,"6","2","10",0.97044761354235,1661,"11",0.943194553897495,1
"361",745,"4","2","10",0.532758826020422,1564,"11",0.943194553897495,1
"362",791,"6","2","10",1.46384224674889,1878,"11",0.888450287786284,1
"364",712,"6","2","10",0.12690195031827,1063,"11",0.888450287786284,1
"365",1137,"2","2","10",2.07660654927959,1574,"11",0.943194553897495,1
"366",1151,"2","2","10",1.90551002324829,1363,"11",0.943194553897495,1
"368",1149,"6","2","10",1.77420338699171,1209,"11",0.888450287786284,1
"369",1270,"2","2","10",2.04477463745981,1572,"11",0.943194553897495,1
"370",1154,"6","2","10",2.00498474768509,1374,"11",0.943194553897495,1
"372",1139,"6","2","10",1.86572013347357,1400,"11",0.888450287786284,1
"373",1181,"2","2","10",2.04477463745981,1613,"11",0.943194553897495,1
"374",1289,"2","2","10",2.088543516212,1633,"11",0.888450287786284,1
"375",1197,"6","2","10",1.87367811142851,1409,"11",0.943194553897495,1
"376",1203,"6","2","10",2.05671160439223,1467,"11",0.888450287786284,1
"377",1223,"6","2","10",1.9890687917752,1589,"11",0.888450287786284,1
"378",1347,"6","2","10",1.96917384688784,1636,"11",0.943194553897495,1
"379",1192,"6","2","10",1.99304778075267,1634,"11",0.888450287786284,1
"380",1276,"2","2","10",2.07262756030211,1735,"11",0.888450287786284,1
"381",1072,"2","2","10",1.9174469901807,1380,"11",0.888450287786284,1
"382",1126,"6","2","10",1.69860259641974,1070,"11",0.888450287786284,1
"383",1224,"6","2","10",1.92540496813565,1479,"11",0.943194553897495,1
"384",1286,"2","2","10",2.01294272564003,1403,"11",0.888450287786284,1
"385",1133,"2","2","10",1.88163608938345,1549,"11",0.943194553897495,1
"386",1229,"6","2","10",1.9890687917752,1474,"11",0.943194553897495,1
"387",1115,"2","2","10",1.90153103427082,1197,"11",0.888450287786284,1
"388",1182,"6","2","10",2.00498474768509,1300,"11",0.888450287786284,1
"389",1104,"6","2","10",1.89755204529334,1334,"11",0.943194553897495,1
"390",1286,"2","2","10",1.97713182484278,1422,"11",0.943194553897495,1
"391",1187,"6","2","10",1.90948901222576,1345,"11",0.888450287786284,1
"393",1257,"2","2","10",1.97315283586531,1302,"11",0.888450287786284,1
"395",1276,"6","2","10",1.90948901222576,1583,"11",0.943194553897495,1
"396",1203,"2","2","10",1.94132092404554,1650,"11",0.943194553897495,1
"397",1217,"6","2","10",1.93734193506806,1363,"11",0.943194553897495,1
"400",1234,"2","2","10",1.71053956335216,1397,"11",0.888450287786284,1
"401",1310,"2","2","10",1.84582518858621,1509,"11",0.888450287786284,1
"402",1205,"6","2","10",1.94927890200048,1156,"11",0.888450287786284,1
"403",1171,"2","2","10",1.93734193506806,1448,"11",0.943194553897495,1
"404",1312,"2","2","10",2.088543516212,1523,"11",0.888450287786284,1
"405",1198,"6","2","10",1.97713182484278,1506,"11",0.943194553897495,1
"406",1199,"2","2","10",1.86572013347357,1378,"11",0.943194553897495,1
"407",1094,"6","2","10",2.04875362643728,1257,"11",0.943194553897495,1
"408",1345,"2","2","10",2.09650149416695,1782,"11",0.943194553897495,1
"409",1230,"6","2","10",1.65881270664502,1038,"11",0.888450287786284,1
"410",1260,"6","2","10",1.87367811142851,1455,"11",0.888450287786284,1
"412",1064,"2","2","10",1.63493877278019,1158,"11",0.888450287786284,1
"413",1157,"6","2","10",2.00100575870762,1267,"11",0.943194553897495,1
"414",1031,"6","2","10",1.93734193506806,1228,"11",0.943194553897495,1
"417",1178,"2","2","10",2.03681665950487,1220,"11",0.888450287786284,1
"418",1187,"2","2","10",1.7901193429016,1204,"11",0.943194553897495,1
"419",1227,"2","2","10",2.14822835087408,1701,"11",0.888450287786284,1
"420",1116,"2","2","10",1.90153103427082,1408,"11",0.888450287786284,1
"421",1268,"6","2","10",1.88163608938345,1590,"11",0.943194553897495,1
"422",1251,"2","2","10",1.8895940673384,1483,"11",0.943194553897495,1
"423",1148,"2","2","10",1.86969912245104,1555,"11",0.888450287786284,1
"424",1096,"2","2","10",1.86969912245104,1281,"11",0.943194553897495,1
"425",1061,"6","2","10",1.58321191607305,1425,"11",0.943194553897495,1
"426",1043,"6","2","10",1.83786721063126,1181,"11",0.943194553897495,1
"427",1074,"6","2","10",1.60708584993788,1136,"11",0.943194553897495,1
"429",1183,"6","2","10",1.93734193506806,1672,"11",0.943194553897495,1
"430",1251,"6","2","10",2.10843846109936,1682,"11",0.943194553897495,1
"432",1301,"2","2","10",1.8895940673384,1654,"11",0.943194553897495,1
"433",1272,"2","2","10",1.93734193506806,1505,"11",0.943194553897495,1
"434",1196,"2","2","10",2.02885868154992,1604,"11",0.943194553897495,1
"435",1165,"6","2","10",1.72247653028457,1431,"11",0.888450287786284,1
"437",1172,"2","2","10",1.9890687917752,1491,"11",0.943194553897495,1
"440",1084,"6","2","10",1.80603529881149,1313,"11",0.888450287786284,1
"441",1195,"2","2","10",1.98111081382026,1499,"11",0.943194553897495,1
"442",1410,"6","2","10",2.05273261541475,1581,"11",0.888450287786284,1
"443",1196,"6","2","10",1.92540496813565,1204,"11",0.943194553897495,1
"444",1177,"6","2","10",1.84582518858621,1435,"11",0.943194553897495,1
"446",1180,"6","2","10",1.84184619960873,1453,"11",0.943194553897495,1
"448",1185,"2","2","10",1.96917384688784,1370,"11",0.943194553897495,1
"449",1142,"6","2","10",2.05273261541475,1587,"11",0.888450287786284,1
"450",1316,"6","2","10",1.9174469901807,1682,"11",0.943194553897495,1
"451",1069,"6","2","10",1.74237147517193,1075,"11",0.943194553897495,1
"452",1178,"2","2","10",2.16414430678397,1449,"11",0.943194553897495,1
"453",1279,"2","2","10",2.01294272564003,1573,"11",0.888450287786284,1
"454",1281,"2","2","10",1.99702676973015,1704,"11",0.943194553897495,1
"455",1146,"2","2","10",1.88163608938345,1462,"11",0.888450287786284,1
"457",1180,"2","2","10",1.78216136494665,1303,"11",0.888450287786284,1
"458",1197,"6","2","10",1.7901193429016,1215,"11",0.888450287786284,1
"459",1161,"6","2","10",1.89357305631587,1333,"11",0.888450287786284,1
"460",1216,"6","2","10",1.92540496813565,1395,"11",0.888450287786284,1
"461",1225,"6","2","10",2.02885868154992,1365,"11",0.888450287786284,1
"462",1305,"2","2","10",1.83786721063126,1397,"11",0.943194553897495,1
"463",1135,"6","2","10",1.86174114449609,1225,"11",0.943194553897495,1
"464",1223,"2","2","10",1.73441349721699,1246,"11",0.888450287786284,1
"465",1357,"2","2","10",2.00498474768509,1787,"11",0.943194553897495,1
"466",1090,"6","2","10",1.75828743108182,1237,"11",0.888450287786284,1
"467",1163,"2","2","10",1.97713182484278,1554,"11",0.888450287786284,1
"470",1193,"2","2","10",1.77420338699171,1341,"11",0.943194553897495,1
"471",1260,"2","2","10",1.99702676973015,1537,"11",0.888450287786284,1
"476",1190,"2","2","10",1.77022439801424,1313,"11",0.888450287786284,1
"477",1199,"2","2","10",2.08058553825706,1489,"11",0.888450287786284,1
